Project ID,Application Name,Application Namespace,Platform,Version,Version Code,File ID,Test Case,Scan Type,Severity,Risk Override,CVSS Score,Findings,Description,Noncompliant Code Example,Compliant Solution,Business Implication,OWASP,OWASP Mobile Top 10 (2024),CWE,MSTG,OWASP MASVS (v2),OWASP API 2023,ASVS,PCI-DSS,GDPR,NIST SP 800-53,NIST SP 800-171,SAMA,PCI-DSS (v4.0),Created On
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Keylogger Protection,Static,Low,,3.9,"No Keylogger Protection Found
The application does not implement a virtual keyboard service and thus is
vulnerable to keylogger attacks","Keyloggers are malicious software designed to capture and record keystrokes or
input data from users, posing a significant threat to personal and sensitive
information. They operate by monitoring keyboard activity, potentially
stealing passwords, credit card details, and other confidential data.
Keylogger protection involves implementing secure input methods, such as
custom keyboards and virtual keyboards, to prevent unauthorized access to
typed information. Effective protection ensures that even if a keylogger is
present, it cannot intercept or compromise the data being entered.",,"Application should utilize a virtual or custom keyboard. By doing so, the app
can prevent keyloggers from capturing sensitive input. Below is an example of
how to implement a virtual keyboard.

Create a new service

    
    
    class MyInputMethodService : InputMethodService() {
        override fun onCreateInputView(): View {
            val keyboardView = layoutInflater.inflate(R.layout.keyboard_view, null) as KeyboardView
            return keyboardView
        }
    }
    

Create an Input Method XML Configuration

    
    
    <?xml version=""1.0"" encoding=""utf-8""?>
    <input-method xmlns:android=""http://schemas.android.com/apk/res/android""
        android:settingsActivity="".SettingsActivity""
        android:service=""com.example.MyInputMethodService"">
        <subtype
            android:label=""@string/subtype_label""
            android:locale=""en_US""
            android:mode=""keyboard""
            android:imeSubtypeLocale=""en_US""/>
    </input-method>
    

Create the keyboard layout XML

    
    
    <?xml version=""1.0"" encoding=""utf-8""?>
    <Keyboard xmlns:android=""http://schemas.android.com/apk/res/android"">
        <Row>
            <Key android:codes=""113"" android:keyLabel=""Q"" />
            <Key android:codes=""119"" android:keyLabel=""W"" />
            <!-- Add more keys as needed -->
        </Row>
        <!-- Add more rows as needed -->
    </Keyboard>
    

Create the keyboard view layout

    
    
    <?xml version=""1.0"" encoding=""utf-8""?>
    <LinearLayout xmlns:android=""http://schemas.android.com/apk/res/android""
        android:orientation=""vertical""
        android:layout_width=""match_parent""
        android:layout_height=""wrap_content"">
        <com.example.KeyboardView
            android:id=""@+id/keyboard_view""
            android:layout_width=""match_parent""
            android:layout_height=""wrap_content""/>
    </LinearLayout>
    

Implement the keyboard logic and events

    
    
    class MyInputMethodService : InputMethodService(), KeyboardView.OnKeyboardActionListener {
        private lateinit var keyboardView: KeyboardView
        private lateinit var keyboard: Keyboard
        override fun onCreateInputView(): View {
            keyboardView = layoutInflater.inflate(R.layout.keyboard_view, null) as KeyboardView
            keyboard = Keyboard(this, R.xml.keyboard_layout)
            keyboardView.keyboard = keyboard
            keyboardView.setOnKeyboardActionListener(this)
            return keyboardView
        }
        override fun onKey(primaryCode: Int, keyCodes: IntArray) {
            val inputConnection = currentInputConnection
            inputConnection?.commitText(primaryCode.toChar().toString(), 1)
        }
    }
    

Add the service declaration in the manifest with correct permissions

    
    
    <service
        android:name="".MyInputMethodService""
        android:permission=""android.permission.BIND_INPUT_METHOD"">
        <intent-filter>
            <action android:name=""android.service.inputmethod.InputMethodService"" />
        </intent-filter>
        <meta-data
            android:name=""android.view.im""
            android:resource=""@xml/input_method_config""/>
    </service>
    ","Without keylogger protection, there is a significant risk of sensitive
information being stolen, which could lead to serious consequences such as
identity theft and financial loss. This vulnerability exposes both the
application and its users to potential security breaches.",,M6,CWE-693,,MASVS-RESILIANCE-2,,"V1.8.1, V1.8.2",,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2, 6.2, 6.3",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Bytecode Obfuscation,Static,Low,,2.3,Application is vulnerable to reverse engineering without any obfuscation,"Java source code is typically compiled into Java bytecode – the instruction
set of the Java virtual machine. The compiled Java bytecode can be easily
reversed engineered back into source code by freely available decompilers.
Bytecode Obfuscation is the process of modifying Java bytecode (executable or
library) so that it is much harder to read and understand for a hacker but
remains fully functional.","Sample `proguard-rules.pro` lines which fails obfuscation when used:

    
    
    -dontobfuscate
    

Or if no proguard or obfuscation is used then you can use number of freely
available Java decompilers that can recreate source code from Java bytecode
(executables or libraries).

Popular decompilers include:

  * [Bytecode Viewer](https://bytecodeviewer.com) \- A Java 8 Jar & Android APK Reverse Engineering Suite (Decompiler, Editor, Debugger & More)
  * [CFR](http://www.benf.org/other/cfr/) \- Another Java decompiler
  * [JDGui](http://jd.benow.ca/) \- Yet another fast Java decompiler
  * [Fernflower](https://github.com/fesh0r/fernflower) \- An analytical decompiler for Java
  * [JadX](https://github.com/skylot/jadx) \- tool to decompile APK and DEX files","To enable shrinking, obfuscation, and optimization, using proguard include the
following in your project-level `build.gradle` file.

    
    
    android {
        buildTypes {
            release {
                // Enables code shrinking, obfuscation, and optimization for only
                // your project's release build type.
                minifyEnabled true
    
                // Enables resource shrinking, which is performed by the
                // Android Gradle plugin.
                shrinkResources true
    
                // Includes the default ProGuard rules files that are packaged with
                // the Android Gradle plugin. To learn more, go to the section about
                // R8 configuration files.
                proguardFiles getDefaultProguardFile(
                        'proguard-android-optimize.txt'),
                        'proguard-rules.pro'
            }
        }
        ...
    }
    

Sample `proguard-rules.pro` which you can use to obfuscate code:

    
    
    // Basic proguard rules
    -optimizations !code/simplification/arithmetic
    -keepattributes <em>Annotation</em>
    -keepattributes InnerClasses
    -keepattributes EnclosingMethod
    -keep class *<em>.R$</em>
    
    -dontskipnonpubliclibraryclasses
    -forceprocessing
    -optimizationpasses 5
    -overloadaggressively
    
    // Removing logging code
    -assumenosideeffects class android.util.Log {
    public static *** d();
    public static *** v();
    public static *** i();
    public static *** w();
    public static *** e();
    }
    
    // Crashlytics code as given below which one can exclude
    
    -keep class com.crashlytics.** { *; }
    -keep class com.crashlytics.android.**
    -keepattributes SourceFile,LineNumberTable
    ",,,M7,CWE-693,MSTG-RESILIENCE-9,MASVS-RESILIANCE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Enabled Android Application Backup,Static,Low,,3.3,`android:allowBackup=true` is found in AndroidManifest.xml,"Application backup might contain sensitive information private data of the app
into their PC","Example of an insecure code in AndroidManifest file:

    
    
    android:allowBackup=""true""
    ","Below is an example of how to prevent the application from getting backed-up
via adb in your AndroidManifest file:

    
    
    android:allowBackup=""false""
    ",,,M8,CWE-16,MSTG-STORAGE-8,MASVS-STORAGE-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Non-signature Protected Exported Services,Static,Low,,3.3,Non signature protected service: com.appknox.mfva.UnprotectedService,"The Android application exports Service for use by other applications, but
does not properly restrict which applications can launch the component or
access the data it containscustom signature defined by
`android:protectionLevel`.",,"If you are using a Service for sharing data between only your own apps, it is
preferable to use the `android:protectionLevel` attribute set to `signature`
protection. Signature permissions do not require user confirmation, so they
provide a better user experience and more controlled access to the Service
when the apps accessing the data are signed with the same key","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Non-signature Protected Exported Providers,Static,Low,,3.3,Non signature protected provider: com.appknox.mfva.StubProvider,"The Android application exports Content Provider for use by other
applications, but does not properly restrict which applications can launch the
component or access the data it containscustom signature defined by
`android:protectionLevel`.",,"If you are using a Content Provider for sharing data between only your own
apps, it is preferable to use the `android:protectionLevel` attribute set to
`signature` protection. Signature permissions do not require user
confirmation, so they provide a better user experience and more controlled
access to the content provider data when the apps accessing the data are
signed with the same key","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unprotected Exported Service,Static,Low,,3.3,Unprotected service: com.appknox.mfva.ExportedService,"The Android application exports Service for use by other applications, but
does not properly restrict which applications can launch the component or
access the data it contains.",,"If you are using a Service for sharing data between only your own apps, it is
preferable to use the `android:protectionLevel` attribute set to ""signature""
protection. Signature permissions do not require user confirmation, so they
provide a better user experience and more controlled access to the Service
when the apps accessing the data are signed with the same key

If the Service is called within itself, then don't export it or use Intent-
Filter for custom permissions","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unprotected Exported Receivers,Static,Low,,3.3,Unprotected receiver: com.appknox.mfva.ExportedReceiver,"The Android application exports Receiver for use by other applications, but
does not properly restrict which applications can launch the component or
access the data it contains.",,"If you are using a Broadcast Receiver for sharing data between only your own
apps, it is preferable to use the `android:protectionLevel` attribute set to
""signature"" protection. Signature permissions do not require user
confirmation, so they provide a better user experience and more controlled
access to the Broadcast Receiver when the apps accessing the data are signed
with the same key

If the Broadcast Receiver is called within itself, then don't export it or use
Intent-Filter for custom permissions","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Non-signature Protected Exported Receivers,Static,Low,,3.3,Non signature protected receiver: com.appknox.mfva.UnprotectedReceiver,"The Android application exports Broadcast Receiver for use by other
applications, but does not properly restrict which applications can launch the
component or access the data it containscustom signature defined by
`android:protectionLevel`.",,"If you are using a Broadcast Receiver for sharing data between only your own
apps, it is preferable to use the `android:protectionLevel` attribute set to
""signature"" protection. Signature permissions do not require user
confirmation, so they provide a better user experience and more controlled
access to the Broadcast Receiver when the apps accessing the data are signed
with the same key","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Non-signature Protected Exported Activities,Static,Low,,3.3,Non signature protected activity: com.appknox.mfva.ExportedActivity,"The Android application exports Activity for use by other applications, but
does not properly restrict which applications can launch the component or
access the data it contains via custom signature defined by
`android:protectionLevel`.",,"If you are using a Activity for sharing between only your own apps, it is
preferable to use the `android:protectionLevel` attribute set to ""signature""
protection. Signature permissions do not require user confirmation, so they
provide a better user experience and more controlled access to the application
when the apps accessing the Activity are signed with the same key","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unprotected Exported Activities,Static,Low,,3.3,Unprotected activity: com.appknox.mfva.RegisterActivity,"The Android application exports Activity for use by other applications, but
does not properly restrict which applications can launch the component or
access the data it contains.",,"If you are using a Activity for sharing between only your own apps, it is
preferable to use the android:protectionLevel attribute set to ""signature""
protection. Signature permissions do not require user confirmation, so they
provide a better user experience and more controlled access to the application
when the apps accessing the Activity are signed with the same key

If the activity is called within itself, then don't export it or use Intent-
Filter for custom permissions","Attackers may use non-privileged services to intercept and track the user's
activity. Furthermore, it may be possible to insert data that may maliciously
modify the behaviour of the application.",,M8,CWE-926,"MSTG-PLATFORM-3, MSTG-PLATFORM-4",MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Unused Permissions,Static,Low,,2.3,"android.permission.READ_CONTACTS

android.permission.GET_ACCOUNTS

android.permission.VIBRATE",Application seems to be using extra permissions which are not really needed,,Do not request for permissions beyond what your app actually needs,"Users may not download your app when presented with a long list of
permissions. Imagine a flashlight app requesting access to SD card, camera,
contacts, SMS and more. This is an invitation to poor ratings and reviews on
App Stores. This also breaks compliance standards.",,M8,CWE-250,MSTG-PLATFORM-1,MASVS-PLATFORM-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Intent Redirection Vulnerability,Static,Passed,,0.0,,"The application is publicly exposing a feature that uses an externally
provided intent to start a new component. This allows an attacker to control
the contents of an intent used to launch the new component, thus giving the
attacker the ability to access private components of the application.
Depending on the features privately exposed, this can lead to further
exploitations, sensitive data disclosure, or even persistent code execution.","
    public class Noncompliant extends AppCompatActivity {
        @Override
        protected void onCreate(Bundle savedInstanceState) {
            Intent intent = getIntent();
            Intent forward = (Intent) intent.getParcelableExtra(""anotherintent"");
            startActivity(forward);
        }
    }
    ","
    public class MainActivity extends AppCompatActivity {
        @Override
        protected void onCreate(Bundle savedInstanceState) {
            super.onCreate(savedInstanceState);
    
            Intent intent = getIntent();
            Intent forward = (Intent) intent.getParcelableExtra(""anotherintent"");
    
            ComponentName name = forward.resolveActivity(getPackageManager());
            if (name.getPackageName().equals(""safePackage"") &&
                    name.getClassName().equals(""safeClass"")) {
                startActivity(forward);
            }
        }
    }
    ","The impact can vary. An attacker might execute internal functionality in the
vulnerable app, or it might access private components like unexported
ContentProvider objects.",,M4,CWE-926,MSTG-PLATFORM-2,MASVS-PLATFORM-1,,,,Art-25-GDPR,,,,"6.1, 6.2, 6.3",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Keyboard Cache Exposure,Static,Passed,,0.0,,"Keyboard caching is designed to enhance the user experience by making typing
faster and more convenient. The keyboard cache typically stores information
such as frequently used words, phrases, and personal data like contact names
or email addresses. However, like any data stored on your device, there is a
potential risk if someone gains unauthorized access to your device or if a
malicious app(third party keyboards) is able to exploit the keyboard cache.","
    <?xml version=""1.0"" encoding=""utf-8""?>
    <LinearLayout android:orientation=""vertical"" android:layout_width=""fill_parent"" android:layout_height=""fill_parent""
        xmlns:android=""http://schemas.android.com/apk/res/android"" xmlns:app=""http://schemas.android.com/apk/res-auto"" android:filterTouchesWhenObscured=""true"">
            <EditText android:id=""@+id/t2"" android:layout_width=""wrap_content"" android:layout_height=""wrap_content"" android:ems=""10"" android:text=""Some Input Field"" android:inputType=""text"" tools:layout_editor_absoluteX=""18dp"" tools:layout_editor_absoluteY=""135dp"" />
    </LinearLayout>
    ","
    <?xml version=""1.0"" encoding=""utf-8""?>
    <LinearLayout android:orientation=""vertical"" android:layout_width=""fill_parent"" android:layout_height=""fill_parent""
        xmlns:android=""http://schemas.android.com/apk/res/android"" xmlns:app=""http://schemas.android.com/apk/res-auto"" android:filterTouchesWhenObscured=""true"">
            <EditText android:id=""@+id/t2"" android:layout_width=""wrap_content"" android:layout_height=""wrap_content"" android:ems=""10"" android:text=""Some Input Field"" android:inputType=""text|textNoSuggestions"" tools:layout_editor_absoluteX=""18dp"" tools:layout_editor_absoluteY=""135dp"" />
    </LinearLayout>
    ","Keyboard caches can contain user specific information, PII etc. Properly
executed attack around keyboard cache exposure can leakage of the
aforementioned data, can lead to loss of confidentiality.",,"M6, M9",CWE-524,MSTG-STORAGE-5,MASVS-STORAGE-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,"6.1, 6.3",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Hardcoded Secrets,Static,Passed,,0.0,,"Malicious actors could take advantage of the hardcoded secrets to access
private databases, leading to data breaches and the exposure of users'
personal data.",,,"Hardcoded secrets can allow a malicious actor to access private resources that
may contain sensitive information leading to data breaches and the exposure of
users' personal data which may lead to loss in business.",,"M1, M6","CWE-259, CWE-321, CWE-798",MSTG-ARCH-4,MASVS-STORAGE-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,"6.1, 6.3",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Deprecated setPluginState in WebView,Static,Passed,,0.0,,"`setPluginState` has security implication and deprecated by Android. It is
unsafe to use in production.","Following is an example of insecure implementation

    
    
    WebSettings settings = webView.getSettings();
    settings.setPluginsEnabled(true);
    settings.setPluginState(WebSettings.PluginState.ON);
    ","`setPluginState` feature is deprecated, don't enable it.",,,M8,CWE-477,MSTG-CODE-5,MASVS-CODE-3,,,,"Art-25-GDPR, Art-32-GDPR",,,,6.3,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Java Object Deserialization Vulnerability,Static,Passed,,0.0,,"Object deserialization performed on an untrusted resource (e.g. user-supplied
input or external storage), can be dangerous if the data for deserialization
is tampered by an attacker.","Example of an insecure code :

    
    
    bundle.putSerializable(""exampleClass"", exampleOfSerializabledClass);
    exampleOfSerializabledClass = bundle.getSerializable(""exampleClass"");
    ","Use only serialization when you have the control over data. Use the following
pointers to figure out if serialization is necessary

  * Does the deserialization take place before authentication?
  * Does the deserialization limit which types can be deserialized?
  * Does the deserialization host have types available which can be repurposed towards malicious ends?",,,"M4, M8",CWE-502,MSTG-PLATFORM-8,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Javascript CORS enabled in Webview,Static,Passed,,0.0,,"Javascript in the Webview having CORS enabled to be loaded from file and any
arbitrary URL","Example of an insecure code :

    
    
    WebSettings settings = getSettings();
    settings.setAllowUniversalAccessFromFileURLs(true)
    settings.setAllowFileAccessFromFileURLs(true)
    ","Below is an example of how to prevent the application from Javascript CORS
issue:

    
    
    WebSettings settings = getSettings();
    settings.setAllowUniversalAccessFromFileURLs(false)
    settings.setAllowFileAccessFromFileURLs(false)
    ",,,"M4, M8",CWE-942,MSTG-PLATFORM-6,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Do not allow WebView to access sensitive local resource through file scheme,Static,Passed,,0.0,,"Allowing WebView to access sensitive resources may result in information
leaks.","The following noncompliant code example uses the WebView component with
JavaScript enabled and processes any URI passed through Intent without any
validation:

    
    
    public class MyBrowser extends Activity {
        @override
        public void onCreate(Bundle savedInstanceState) {
            super.onCreate(savedInstanceState);
            setContentView(R.layout.main);
    
            WebView webView = (WebView) findViewById(R.id.webview);
    
            // turn on javascript
            WebSettings settings = webView.getSettings();
            settings.setJavaScriptEnabled(true);
    
            String turl = getIntent().getStringExtra(""URL"");
            webView.loadUrl(turl);
        }
    }
    

This code shows how the vulnerability can be exploited:

    
    
    // Malicious application prepares some crafted HTML file,
    // places it on a local storage, makes accessible from
    // other applications. The following code sends an
    // intent to a target application (jp.vulnerable.android.app)
    // to make it access and process the malicious HTML file.
    
    String pkg = ""jp.vulnerable.android.app"";
    String cls = pkg + "".DummyLauncherActivity"";
    String uri = ""file:///[crafted HTML file]"";
    Intent intent = new Intent();
    intent.setClassName(pkg, cls);
    intent.putExtra(""url"", uri);
    this.startActivity(intent);
    ","Any URI received via an intent from outside a trust-boundary should be
validated before rendering it with WebView. For example, the following code
checks an received URI and uses it only when it is not a `file:scheme` URI.

    
    
    String intentUrl = getIntent().getStringExtra(""url"");
    String localUrl = ""about:blank"";
    if (!intentUrl.startsWith(""file:"")) {
        loadUrl = intentUrl;
    }
    ","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,"M4, M8",CWE-749,MSTG-PLATFORM-6,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,9.4,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Android Fragment Injection,Static,Passed,,0.0,,"With this vulnerability the attacker will be able to call non exported
Activities or fragments inside the target application.","  * Determine the minSDKVersion and maxSDKVersion to determine what will be the behaviour of the class.
  * Find exported Activities that extends the `PreferenceActivity` class.

The following example shows a Activity that extends this activity :

    
    
    public class MyPreferences extends PreferenceActivity {
        @Override
        protected void onCreate(Bundle savedInstanceState) {
            super.onCreate(savedInstanceState);
    ","To mitigate this vulnerability, a new method called `isValidFragment` was
added in Android 4.4 KitKat (API Level 19), that allows developers to override
it and define which fragments are allowed to be used in this context.","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,M4,CWE-470,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Android Component Hijacking via Intent,Static,Passed,,0.0,,"An implicit intent is being created. This may leave to an intent hijacking
attack where a malicious application registers for the same action and
category and could be able to intercept the intent to compromise data or alter
behaviour","This application wants to create a user account in several trusted
applications using one broadcast intent:

    
    
    Intent intent = new Intent();
    intent.setAction(""com.example.CreateUser"");
    intent.putExtra(""Username"", uname_string);
    intent.putExtra(""Password"", pw_string);
    sendBroadcast(intent);
    

This application assumes only the trusted applications will be listening for
the action. A malicious application can register for this action and intercept
the user's login information, as below:

    
    
    IntentFilter filter = new IntentFilter(""com.example.CreateUser"");
    MyReceiver receiver = new MyReceiver();
    registerReceiver(receiver, filter);
    

When a broadcast contains sensitive information, create a whitelist of
applications that can receive the action using the application's manifest
file, or programmatically send the intent to each individual intended
receiver.","Android framework provides "" _PendingIntent_ "" mechanism to safely perform the
actions of an intent given by untrusted apps. In some situations, it can be a
good measure for this kind of vulnerabilities.

    
    
    // Explicit intent to wrap
    Intent intent = new Intent(this, LoginActivity.class);
    
    // Create pending intent and wrap our intent
    PendingIntent pendingIntent = PendingIntent.getActivity(this, 1, intent, PendingIntent.FLAG_CANCEL_CURRENT);
    try {
        // Perform the operation associated with our pendingIntent
        pendingIntent.send();
    } catch (PendingIntent.CanceledException e) {
        e.printStackTrace();
    }
    ",,,M8,CWE-16,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Broadcast Receivers registered dynamically,Static,Passed,,0.0,,Broadcast Receivers which are set Dynamically and are not protected,"If the broadcast filter is listening for an intent that isn't a restricted
broadcast then the malicious app can start sending them without needing any
permissions.

Secondly if the receiver goes on to use the extras sent with the broadcast, or
to start running other functions, then the malware has a whole new entry point
to yTheour application.","To protect broadcast, it needs to be registered with permissions when it is
declare.

Secondly never trust the data that is being sent with it. It's passing through
a trust zone to arrive in the app, so it needs to be validated",,,M8,CWE-925,MSTG-PLATFORM-2,MASVS-CODE-4,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Surreptitious Sharing on Android,Static,Passed,,0.0,,"This activity receives `android.intent.action.SEND` or
`android.intent.action.SEND_MULTIPLE` intents and accepts a file-scheme as
data URI `(file://...)` as parameter. It may be vulnerable to surreptitious
sharing: a malicious application may set a URI referencing a private file of
this application, and if no proper sanity checking is done this might be used
to obtain the referenced file.","This example is intended to surreptitiously share IMAP passwords of K-9 Mail
with an attacker. Please note that K-9 Mail serves only as an example, the
issue has already been fixed in the current release and was present in many
more apps

The code required to execute this attack follows:

    
    
    Intent i = new Intent();
    i.setComponent(new ComponentName(""com.fsck.k9"", ""com.fsck.k9.activity.MessageCompose""));
    i.setAction(Intent.ACTION_SEND); i.setType(""text/plain"");
    Uri uri = Uri.parse(""file:///data/data/com.fsck.k9/databases/preferences_storage"");
    i.putExtra(Intent.EXTRA_STREAM, uri);
    i.putExtra(Intent.EXTRA_TEXT, ""Hello World"");
    i.putExtra(Intent.EXTRA_EMAIL, new String[]{""support@company.com""});
    i.putExtra(Intent.EXTRA_TEXT, ""Dear support team,..."");
    i.putExtra(Intent.EXTRA_SUBJECT, ""Bug Report"");
    

This can be reproduced by connecting to a Android device via `adb shell` and
then observing the output of `dmesg | grep avc`.","We provided a fix for app developers that checks with _fstat_ if a file is
owned by the receiving app only and then prevents the opening of it. Due to
the requirement of using _fstat_ our Java fix was only available for Android
>= 5. We strongly recommend to use this library to fix the issue in your app:

[https://github.com/appknox/SafeContentResolver](https://goo.gl/Gsz1bh).","In the event that a user (anonymous or verified) is able to execute over-
privileged functionality, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,"M6, M8",CWE-200,MSTG-STORAGE-4,MASVS-STORAGE-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Sending Address Book Data over Unencrypted Insecure Transport Layer,Static,Passed,,0.0,,"If Contact List is sent via Network Layer, ensure that Proper Certificate
Pinning and encryption is being used.",,,"In the event that a user (anonymous or verified) is able to aceess the Address
Book of others, the business may experience:

  * Reputational Damage
  * Fraud
  * Information Theft",,M5,CWE-319,MSTG-NETWORK-1,MASVS-NETWORK-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
